"agep","schg","esr","puma","serialno"
19,,"6","11604","2013000008875"
24,,"3","11604","2013000170853"
19,,"3","11604","2013000188706"
23,,"3","11604","2013000540451"
18,,"6","11604","2013000239259"
22,,"6","11604","2013000391871"
22,,"6","11604","2013000391871"
23,,"6","11604","2013000619844"
24,,"6","11604","2013000594659"
22,,"6","11604","2013000594659"
21,,"6","11604","2013000594659"
16,,"6","11604","2013000594659"
23,,"6","11604","2014000102095"
21,,"6","11604","2013000682127"
24,,"6","11604","2013000800696"
20,,"6","11604","2013000887259"
19,,"6","11604","2013001074721"
24,,"3","11604","2014000215617"
18,,"6","11604","2014000495026"
19,,"6","11604","2014001289709"
21,,"6","11604","2014001491732"
19,,"3","11604","2015000784141"
18,,"3","11604","2015000022528"
20,,"6","11604","2015000703702"
23,,"6","11604","2015000712746"
20,,"6","11604","2016001308028"
24,,"3","11604","2015001078210"
24,,"6","11604","2016000338749"
19,,"6","11604","2016000519781"
20,,"6","11604","2016001214313"
21,,"3","11604","2017000228609"
24,,"6","11604","2017000479446"
21,,"6","11604","2017000882461"
