"agep","schg","esr","puma","serialno"
19,,"6","11614","2013000155051"
23,,"6","11614","2013000106284"
17,,"6","11614","2013000058010"
19,,"6","11614","2013000401839"
20,,"3","11614","2013000406245"
22,,"6","11614","2013000406245"
21,,"6","11614","2013000879280"
20,,"6","11614","2013000696675"
19,,"3","11614","2013000785361"
22,,"3","11614","2013001135127"
24,,"3","11614","2013001098476"
17,,"6","11614","2013000916904"
24,,"3","11614","2013001415749"
20,,"3","11614","2013001372017"
24,,"6","11614","2013001409647"
21,,"3","11614","2013001415749"
19,,"6","11614","2013001477675"
21,,"3","11614","2013001459401"
16,,"6","11614","2014000440342"
21,,"6","11614","2014000061360"
21,,"6","11614","2014000055158"
16,,"6","11614","2014000062718"
21,,"3","11614","2014001303503"
22,,"6","11614","2014000564460"
16,,"6","11614","2014000707906"
19,,"3","11614","2014000957129"
20,,"6","11614","2014000860955"
18,,"3","11614","2014001320478"
21,,"3","11614","2014001327292"
23,,"6","11614","2014001327292"
18,,"3","11614","2014001491545"
20,,"6","11614","2015000039634"
23,,"6","11614","2015000657349"
22,,"6","11614","2015000182101"
24,,"6","11614","2015000614394"
23,,"6","11614","2015000365110"
18,,"3","11614","2015000408207"
20,,"6","11614","2015000614394"
16,,"6","11614","2015000639047"
22,,"6","11614","2016000777878"
22,,"3","11614","2015000680508"
24,,"3","11614","2015000833566"
22,,"6","11614","2015001029197"
24,,"6","11614","2015001075258"
18,,"6","11614","2015001185185"
21,,"3","11614","2015001207071"
22,,"6","11614","2015001288120"
17,,"6","11614","2015001313106"
16,,"6","11614","2015001313106"
22,,"6","11614","2015001336558"
20,,"3","11614","2016000485790"
19,,"3","11614","2016000738115"
19,,"3","11614","2015000720456"
24,,"6","11614","2015001371640"
20,,"6","11614","2015001455204"
16,,"6","11614","2015001455204"
24,,"3","11614","2016000692627"
20,,"6","11614","2016001026659"
19,,"3","11614","2016001026659"
24,,"3","11614","2017000149617"
19,,"6","11614","2016001199018"
22,,"6","11614","2016001144392"
20,,"6","11614","2016001144392"
18,,"6","11614","2016001144392"
22,,"6","11614","2016001203802"
24,,"3","11614","2016001455607"
23,,"3","11614","2016001455607"
22,,"3","11614","2016001455607"
18,,"3","11614","2017000551115"
20,,"6","11614","2017000192893"
22,,"6","11614","2017000418680"
23,,"6","11614","2017000386759"
24,,"3","11614","2017000492089"
16,,"3","11614","2017000648807"
23,,"3","11614","2017000703624"
19,,"3","11614","2017001273508"
23,,"6","11614","2017000854674"
24,,"6","11614","2017000914886"
24,,"6","11614","2017000996756"
24,,"6","11614","2017001093903"
23,,"6","11614","2017000921121"
24,,"6","11614","2017001338622"
