"ca01","cns01","cns02","cns03","cns04","cns05","cns06","cns07","cns08","cns09","cns10","cns11","cns12","cns14","cns15","cns16","cns17","cns18","cns19","cns20"
42,0,0,0,0,0,0,0,0,0,2,0,30,0,0,17,0,86,0,0
153,0,0,0,0,6,0,13,0,18,11,0,765,0,0,7,1,15,0,0
44,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,110,0,0
125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1235,0,0,0
34,0,0,0,2,13,17,3,0,28,0,0,15,0,0,5,0,0,39,0
33,0,0,0,0,0,5,0,0,0,11,0,15,130,16,14,0,0,0,0
959,0,0,0,0,0,0,252,0,2710,39,0,476,0,0,0,0,0,0,0
56,2,0,0,0,148,7,0,0,13,101,0,163,0,0,3,18,0,7,3
68,0,0,0,0,0,4,0,0,26,0,1,150,0,0,0,0,29,0,0
37,0,0,0,0,0,3,15,0,0,5,0,2,0,0,0,0,32,53,0
255,0,0,0,30,0,80,4,0,255,131,53,279,0,0,0,2,305,98,17
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0
125,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,660,28,0
50,0,0,0,0,0,0,4,0,0,0,2,224,0,0,0,0,0,0,0
63,0,0,0,0,0,2,0,0,0,96,0,1,0,0,0,0,187,0,0
56,0,0,0,0,0,1,0,0,53,0,0,45,0,0,73,0,144,6,0
381,0,0,0,0,30,37,12,126,365,291,38,338,342,29,13,0,18,30,172
44,0,0,0,0,0,3,0,9,0,0,5,12,0,0,7,0,45,24,0
123,0,0,0,0,0,0,0,0,482,6,8,9,0,5,9,0,119,8,0
66,0,0,0,0,0,1,0,0,0,0,684,1,0,0,0,118,0,0,0
47,0,0,0,0,57,0,0,0,0,0,0,1,0,0,28,0,58,0,0
83,0,0,0,2,2,30,56,0,46,11,14,60,0,0,18,0,0,62,125
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,0
318,0,0,0,0,0,268,0,0,42,10,0,278,34,0,0,0,0,0,224
79,0,0,0,0,0,0,0,0,0,0,2,190,0,0,0,0,2,1,0
37,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,3,94,13,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,76,0,0
103,0,0,0,177,0,69,0,0,7,0,74,242,0,7,3,0,0,4,0
61,0,0,0,0,0,0,0,327,3,3,17,0,0,0,0,0,11,0,0
39,0,0,0,2,0,4,17,3,1,0,0,7,0,0,11,9,53,7,0
155,0,0,0,285,0,104,22,0,15,9,18,148,0,5,3,0,0,2,0
35,0,0,0,0,0,0,0,0,0,0,0,5,0,0,45,12,13,0,0
98,0,0,0,12,5,0,0,0,0,0,3,416,0,0,0,0,8,0,0
74,0,0,0,0,200,0,0,0,0,218,10,59,0,0,4,0,52,0,0
58,0,0,0,0,0,4,0,0,0,5,21,0,0,35,330,0,0,8,0
67,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,9,0,0
290,0,0,0,657,0,0,1,0,0,0,19,604,0,0,134,0,55,0,0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,22,0
32,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,0,124,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0
32,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,83,2,0,0
670,0,0,0,0,0,0,0,0,1965,23,0,182,0,0,478,0,13,0,0
105,0,0,0,0,0,44,0,0,317,22,5,410,0,0,0,0,0,9,0
166,0,0,0,0,18,0,1,0,0,0,629,1,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,34,2,0,0,499,0,1,1,5,1,0
60,0,0,0,0,0,0,12,0,0,8,4,17,2,0,18,0,74,11,0
152,0,0,0,0,0,0,38,0,248,83,0,0,0,0,0,0,157,0,0
76,0,0,0,0,0,0,1,0,0,1,0,205,274,66,12,0,0,0,0
151,0,0,0,0,0,0,0,0,369,13,1,8,0,0,1480,40,53,1,0
54,0,0,0,0,0,0,0,0,0,0,21,10,0,0,0,0,144,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,15,0,0
111,0,0,0,0,11,0,0,0,0,0,5,167,0,0,28,66,69,0,0
70,0,0,0,0,2,0,0,2,546,0,0,31,7,0,0,0,65,0,0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0
178,0,0,0,4,0,13,279,0,1,6,0,3,0,6,68,0,165,6,0
1065,0,0,0,0,0,2,635,0,39,476,1,2627,0,0,2,0,18,19,0
62,0,0,0,0,0,0,3,0,0,0,1,4,175,0,99,0,30,0,0
190,0,0,0,281,0,50,2,14,0,35,0,248,0,1,24,0,142,60,0
147,0,0,0,0,0,14,18,10,0,14,23,205,83,10,5,23,28,68,0
732,0,0,0,14,0,10,1,5,0,144,68,667,1793,0,115,0,143,237,0
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,3,0
182,0,0,0,0,0,11,317,0,0,18,0,2,0,0,0,55,0,7,0
37,0,0,0,0,0,0,34,0,0,17,2,1,0,0,6,0,0,0,0
53,0,0,0,0,0,8,41,0,0,0,6,0,0,0,4,0,96,20,0
37,0,0,0,0,5,0,5,0,0,0,6,1,0,0,0,0,50,0,0
76,0,0,0,0,16,3,59,0,0,5,0,1,0,0,0,0,106,6,0
48,0,0,0,0,0,0,134,0,0,9,0,0,0,0,0,0,0,0,0
61,0,0,0,0,0,8,29,0,8,2,16,7,0,0,3,0,85,0,0
49,0,0,0,0,0,0,1,0,0,0,3,0,0,10,0,0,126,6,0
36,0,0,0,0,12,1,0,0,7,0,15,0,0,0,0,21,24,2,0
112,0,0,0,0,0,3,17,0,10,0,0,43,0,0,0,0,230,0,0
82,0,0,0,0,2,0,6,4,1,0,1,38,0,0,21,0,86,32,0
181,0,0,0,3,0,1,1,0,1,2,5,64,0,1,8,68,311,13,0
134,0,0,0,0,0,0,62,0,54,0,100,0,0,30,106,0,196,0,0
139,0,0,0,0,0,0,90,0,0,0,6,185,0,0,1,55,173,0,0
99,0,0,0,6,0,19,10,0,29,0,2,5,0,0,13,18,182,1,0
132,0,0,0,0,45,51,31,0,0,0,0,1,0,0,0,0,232,7,0
115,0,0,0,0,24,4,54,0,40,0,10,48,0,0,2,12,167,7,0
41,0,0,0,0,0,0,21,0,0,0,0,0,0,0,8,0,44,0,0
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0
48,0,0,0,13,0,0,0,2,0,8,0,53,0,0,19,0,12,6,0
33,0,0,0,158,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0
124,0,0,0,0,0,0,37,0,3,0,77,114,0,0,0,0,114,18,0
32,0,0,0,11,0,0,0,0,0,0,0,0,0,0,38,0,44,0,0
35,0,0,0,0,0,0,24,0,0,0,0,3,0,0,0,0,61,1,0
43,0,0,0,0,0,0,0,0,0,0,0,5,0,0,199,0,69,0,0
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,2,0
43,0,0,0,0,0,0,78,0,0,0,0,19,0,2,0,0,0,17,0
35,0,0,0,0,0,0,13,0,0,0,7,4,0,0,6,9,52,5,0
101,0,0,0,0,0,0,107,0,0,0,0,0,0,0,18,0,76,23,0
50,0,0,0,0,0,0,84,0,0,0,0,2,0,0,3,0,27,2,0
54,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,99,0
73,0,0,0,0,0,0,28,0,52,0,0,73,27,0,6,0,91,5,0
351,0,0,0,0,0,0,0,0,1394,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,75,4,2,0,0,0,0,2,0,0,0,0,21,12,0
36,0,0,0,5,0,0,0,0,0,37,0,0,0,274,2,0,0,0,0
55,0,0,0,0,0,0,108,0,0,3,0,14,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,2,0,0,27,74,1,0,9,0
54,0,0,0,0,0,2,135,0,0,0,0,0,0,0,0,5,0,0,0
37,0,0,0,0,2,0,131,0,0,0,2,0,0,0,16,0,0,0,0
54,0,0,0,7,0,80,0,0,0,4,2,71,0,0,0,0,9,38,0
82,0,0,0,0,0,0,2,0,0,0,0,0,0,0,629,0,0,0,0
91,0,0,0,0,0,559,184,0,0,0,1,2,0,18,0,0,0,0,0
105,0,0,0,0,0,5,1,1618,10,6,2,34,5,0,0,0,2,8,0
154,0,0,0,0,0,19,0,348,38,132,4,20,0,10,5,0,37,234,0
39,0,0,0,2,0,2,0,0,0,4,4,3,0,3,0,0,71,1,0
48,0,0,0,0,62,0,10,0,0,5,48,63,0,0,55,0,0,0,0
98,0,0,0,0,1,0,0,21,24,5,9,42,0,4,0,0,30,5,0
37,0,0,0,0,0,0,0,0,13,0,40,53,0,0,0,0,33,4,0
66,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,174,2,0
31,0,0,0,0,0,0,1,0,24,0,0,78,0,0,0,0,57,4,0
76,0,0,0,1,0,0,5,0,0,0,1,5,0,0,0,0,182,0,0
88,0,0,0,0,0,0,21,0,0,0,2,2,0,16,122,0,183,1,0
228,0,0,0,7,492,17,7,2,140,47,4,267,0,0,2,10,16,48,0
123,0,0,0,0,90,0,0,4,111,0,0,131,0,19,55,0,3,182,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0
165,0,0,0,5,261,35,0,466,0,0,50,88,163,0,0,0,37,0,0
436,0,0,0,0,0,0,1066,0,6,0,4,23,0,12,4,0,1,0,0
74,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,272,0,0
159,0,0,0,0,0,0,0,8,0,0,416,0,0,0,0,15,106,0,0
47,0,0,0,0,0,0,0,0,20,0,3,20,0,0,0,0,73,0,0
43,0,0,0,0,0,0,0,0,0,0,0,3,0,0,338,0,0,0,0
35,0,0,0,10,3,0,2,0,4,0,0,83,0,0,0,0,21,25,0
140,0,0,0,7,0,0,0,0,0,2,176,17,0,0,0,0,23,21,1341
48,0,0,0,0,14,2,0,0,0,0,0,0,0,11,0,4,92,12,0
42,0,0,0,0,0,0,5,0,1,0,0,2,0,0,170,16,49,0,0
127,0,0,0,9,0,0,44,0,0,1,157,211,0,0,0,2,24,47,0
45,0,0,0,1,0,2,26,4,0,83,0,6,1,0,1,0,0,77,0
44,0,0,0,0,0,3,52,0,134,0,1,2,0,0,24,0,24,0,0
104,0,0,0,0,26,0,13,0,0,0,0,11,0,0,39,0,162,23,0
221,0,0,0,60,716,100,24,9,19,0,14,307,0,0,5,98,106,13,0
125,0,0,0,0,44,0,32,49,0,0,0,8,0,0,0,21,164,0,0
37,0,0,0,107,0,0,5,0,2,0,0,20,0,0,0,0,41,24,0
188,0,0,0,384,0,13,8,0,301,0,0,25,0,0,0,0,111,0,0
244,0,0,0,5,0,110,0,0,626,2,7,403,0,176,71,1,0,2,0
90,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,79,0
1048,0,0,0,0,1,0,2,0,1196,1427,13,148,576,0,0,335,27,10,0
214,0,0,0,417,0,5,2,3,3,0,28,115,4,0,55,0,372,0,0
48,0,0,0,0,0,0,3,0,0,0,43,119,0,0,1,0,33,0,0
74,0,0,0,0,233,0,10,0,3,0,29,117,0,0,0,0,81,2,0
49,0,0,0,0,0,0,5,0,0,14,0,186,0,0,5,0,5,0,0
277,18,0,0,41,0,24,5,14,0,120,2,1204,0,0,17,0,17,18,0
56,0,0,0,0,22,0,2,0,163,0,0,85,0,0,0,2,0,5,0
309,0,0,0,0,0,0,8,131,23,0,13,123,0,0,0,85,368,0,0
73,0,0,0,2,0,4,20,0,0,5,0,148,0,0,16,0,52,24,0
95,0,0,0,0,2,2,73,0,0,0,0,0,0,0,37,0,124,0,0
54,0,0,0,0,0,5,15,0,21,0,5,61,0,0,0,0,136,2,0
88,0,0,0,0,0,0,11,0,53,3,0,324,0,13,0,0,6,22,77
152,0,0,0,0,0,154,4,71,149,0,0,125,0,0,0,0,30,19,0
163,0,0,0,0,0,4,0,0,216,0,0,164,0,0,0,0,135,55,0
616,0,0,0,1,1,9,0,54,87,82,59,1993,20,0,0,0,9,19,3534
157,0,0,0,0,2,0,23,0,118,90,1,362,0,4,0,10,9,142,0
299,0,0,0,6,1,7,5,1337,1,11,1,211,0,14,165,1,95,134,0
66,0,0,0,0,0,0,18,0,19,18,0,21,27,0,18,0,10,146,0
34,0,0,0,0,0,0,0,0,34,0,0,123,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,130,0,2,104,0,0,0,0,0,0,0
66,0,0,0,0,0,168,0,0,0,2,0,243,0,0,0,0,0,1,0
44,0,0,0,13,0,15,53,7,9,0,0,69,0,0,2,0,0,26,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,350,0,0
312,0,0,0,0,0,4,0,0,27,313,26,814,10,4,76,0,17,13,0
280,0,0,0,0,0,0,281,0,0,21,0,19,0,0,0,0,202,1,0
50,0,0,0,0,0,0,65,0,0,10,0,38,0,0,0,0,0,0,0
48,0,0,0,14,0,0,40,0,27,33,21,48,0,0,0,0,13,0,0
89,0,0,0,0,0,29,296,8,0,0,0,0,0,0,0,0,0,0,0
116,0,0,0,166,0,2,79,0,14,9,4,91,0,0,80,0,29,135,3
442,21,0,0,0,0,3,61,0,258,314,32,933,0,0,28,0,117,32,0
181,0,0,0,8,0,11,5,18,44,85,160,193,0,0,0,0,63,71,92
292,0,0,0,0,1,103,70,0,47,8,67,223,203,6,10,0,217,105,0
434,3,0,0,3,4,0,33,3,279,855,8,472,58,0,9,25,15,99,0
187,0,0,0,0,0,3,125,11,17,0,46,129,0,7,0,0,35,309,0
100,0,0,0,0,0,0,60,0,3,0,0,5,0,3,1,0,244,0,0
45,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,263,5,1,0
370,0,0,27,22,0,5,2,0,0,218,33,304,0,8,32,0,67,146,0
436,0,0,1,93,1,9,0,0,33,1619,110,567,98,157,34,0,155,51,0
118,0,0,0,0,2,0,17,0,0,0,1,1,0,0,0,0,511,26,0
79,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,383,1,0
63,0,0,0,0,0,0,0,0,635,0,0,0,0,0,0,0,0,5,0
439,0,0,0,116,136,59,12,0,681,217,2,390,10,0,0,0,4,78,325
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,95,0
529,0,5,0,121,9,55,1,258,176,449,42,1122,1,0,1204,24,122,319,0
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1482
484,0,0,0,0,0,15,0,1,236,219,17,1330,0,0,68,0,13,471,0
220,0,0,0,0,14,16,0,13,15,484,8,600,0,3,88,0,29,32,0
64,0,0,0,0,0,0,2,0,29,0,20,20,0,0,0,0,205,6,0
146,0,0,0,0,0,0,0,28,3,467,1,575,36,18,0,0,6,9,0
477,0,0,0,29,19,51,2,0,28,196,292,2225,2,0,57,0,78,4,0
104,0,0,0,0,8,0,0,0,94,58,0,185,0,0,0,0,86,28,0
274,0,0,1293,0,0,0,0,0,22,0,17,350,0,121,0,0,14,279,0
119,0,0,0,4,2,0,0,0,0,0,8,56,14,0,2,34,228,16,0
974,25,0,0,370,1,3,22,0,773,794,46,1145,0,0,1771,0,41,65,80
507,0,0,0,43,0,1,6,1355,4,107,197,493,0,0,0,0,50,12,72
52,0,0,0,0,0,0,7,0,0,0,17,35,0,0,94,0,27,3,0
338,13,0,0,7,21,28,35,0,110,0,30,544,0,2,160,0,191,70,0
169,0,0,0,11,0,0,33,16,172,138,1,273,0,0,17,0,6,11,0
113,0,0,0,0,0,32,151,0,0,0,0,1,0,0,0,41,12,15,0
85,0,0,0,0,0,22,3,0,118,16,0,95,0,0,0,0,59,2,0
182,0,0,0,0,0,0,162,0,0,2,1,394,0,4,0,0,125,13,0
133,0,0,0,0,12,0,108,0,0,0,0,4,0,0,1,21,195,7,16
168,0,0,0,0,42,2,107,0,0,0,0,0,0,0,0,0,293,0,0
50,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,165,2,0
87,0,0,0,0,150,0,13,0,0,0,0,0,0,0,0,0,6,0,0
143,0,0,0,0,11,0,190,0,4,0,0,4,0,0,29,0,181,0,0
33,0,0,0,0,0,43,13,0,57,0,0,8,0,0,4,0,30,0,0
151,0,0,0,0,0,0,5,10,6,133,121,157,26,0,85,0,81,16,0
40,0,0,0,0,0,0,21,0,0,0,139,0,0,0,26,1,42,0,0
509,0,0,0,0,0,5,5,0,0,68,7,51,0,0,0,0,8,0,0
93,0,0,0,0,0,0,1,0,4,1,0,32,0,0,0,0,17,68,0
484,0,0,0,0,0,2,0,0,453,0,1,2,962,0,0,0,248,2,0
534,0,0,0,0,0,3,629,0,45,15,17,0,0,0,0,0,273,101,0
903,0,0,0,1,32,574,1898,1,156,90,2,21,498,42,549,1,103,44,0
394,0,0,0,55,2,22,216,11,593,410,26,514,0,189,86,0,26,26,0
348,0,0,0,0,0,0,225,0,69,29,0,0,0,0,0,86,112,132,0
209,0,0,0,0,0,0,5,0,0,0,19,0,0,0,0,0,551,43,0
158,0,0,0,0,0,27,0,0,4,0,207,0,0,0,0,0,406,0,0
144,0,0,0,0,0,6,3,25,122,118,9,314,0,0,0,86,65,0,0
128,0,0,0,0,0,0,21,0,0,0,10,0,0,0,0,0,689,0,0
2783,21,59,0,792,14,3174,464,1797,739,964,280,4254,1,395,565,61,218,704,0
453,15,0,0,9,0,25,23,5,8,49,148,521,13,0,15,302,132,378,0
2067,0,0,0,10,7,105,242,20,186,1895,391,1368,2183,7,119,39,939,47,71
71,0,0,0,6,0,0,0,0,90,43,11,130,0,0,117,0,0,0,0
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,275,27,0
117,0,0,0,0,0,547,0,0,1,97,0,177,0,0,54,0,53,90,0
31,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,281,7,0
42,0,0,0,0,0,2,0,0,0,0,16,6,116,2,25,0,24,0,0
40,0,0,0,0,0,0,0,0,0,0,0,0,0,2,315,0,0,15,0
49,0,0,0,2,0,0,1,0,1,0,0,312,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3861,0,4,0,0
154,0,0,0,0,0,0,21,0,0,5,0,1,0,0,624,0,64,0,0
54,0,0,0,0,0,0,33,0,0,4,0,0,0,0,234,0,0,0,0
59,0,0,0,0,0,0,0,0,0,0,0,0,0,8,319,0,22,0,0
43,0,0,0,0,0,1,7,0,0,0,0,3,0,0,0,4,121,0,0
39,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,161,0,0,0
67,0,0,0,0,0,0,29,0,8,2,19,7,0,1,0,0,75,68,0
49,0,0,0,0,33,0,0,0,4,0,1,37,0,52,0,31,23,15,0
75,0,0,0,0,0,0,149,0,0,0,2,1,5,0,0,0,83,0,0
209,0,0,0,0,0,0,38,0,0,0,0,7,0,2181,0,0,52,0,0
184,3,0,0,3,0,11,225,0,0,5,0,16,0,0,0,0,155,17,0
42,0,0,0,0,0,0,21,0,0,0,6,0,0,5,0,0,69,2,0
48,0,0,0,0,0,0,0,0,0,0,7,2,0,0,16,16,35,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,0,0,0
232,0,0,0,0,0,0,6,0,0,19,13,6,0,0,1617,0,27,0,0
64,0,0,0,5,0,2,2,0,4,0,51,28,0,0,0,0,93,2,0
39,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,82,6,0
54,0,0,0,5,0,0,22,0,0,0,0,15,0,0,0,0,120,0,0
68,0,0,0,0,232,0,7,0,0,3,0,0,0,5,7,0,0,16,0
54,0,0,0,0,0,0,0,0,0,0,2,3,0,0,276,0,0,1,0
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,0,0,0,0
87,0,0,0,0,0,0,3,0,0,0,1,0,0,0,610,0,16,0,0
54,0,0,0,0,0,0,0,0,0,0,0,1,9,0,288,0,0,24,0
137,0,0,0,2,3,0,3,0,11,562,38,140,0,0,1,0,22,3,0
731,0,0,1597,0,0,0,0,0,0,17,56,294,0,0,16,0,19,0,4280
178,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,25,1808
1194,0,0,0,0,0,3,0,0,0,0,0,26,0,0,8118,0,17,0,0
32,0,0,0,0,0,0,6,0,0,0,0,0,0,0,135,0,0,3,0
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0
729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6647,0,0,0,82
43,0,0,0,0,0,0,0,0,0,0,0,0,0,213,28,0,7,0,0
42,0,0,0,0,0,0,0,0,0,0,0,22,0,27,0,0,94,10,0
37,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,60,0,0
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0
126,0,0,0,0,0,0,0,0,0,0,0,0,0,1575,0,0,0,17,0
431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039,0,0
44,0,0,0,0,0,0,0,0,0,0,0,116,0,0,88,0,0,0,0
33,0,0,0,0,0,0,1,0,0,0,0,0,0,3,155,0,0,21,0
37,0,0,0,0,0,0,0,0,0,0,0,0,26,0,59,0,0,13,0
32,0,0,0,0,21,0,8,0,2,0,110,0,0,0,10,0,0,23,0
138,0,0,0,0,0,0,0,0,2,0,36,31,0,0,732,0,0,0,0
83,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441,1,0,0,0
34,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0
45,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,71,0
76,0,0,0,0,10,0,143,0,93,0,0,14,0,1,0,0,37,8,0
48,0,0,0,0,0,0,50,0,1,0,6,3,0,0,69,0,0,41,0
241,0,0,0,41,0,61,561,2,0,1,7,25,0,0,481,0,0,25,0
41,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,41,0,30,53,0,0,0,0,0,0,0,0,1,36,5,0
96,0,0,0,0,49,0,0,0,0,0,0,17,0,24,446,0,5,1,0
33,0,0,0,0,3,0,22,0,0,0,4,3,0,3,1,0,103,0,0
91,0,0,0,0,7,0,223,0,0,7,4,0,0,0,0,0,46,0,0
58,0,0,0,0,0,0,0,0,0,0,0,8,0,0,79,0,0,18,0
50,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0
204,0,0,0,235,0,0,0,0,354,0,0,38,0,0,36,0,0,0,0
135,0,0,0,9,0,0,0,0,216,0,0,57,0,59,0,0,21,5,163
154,0,0,0,5,0,1,35,0,24,11,40,49,0,43,11,0,123,29,0
68,0,0,0,0,0,32,0,0,7,0,0,85,0,0,0,22,87,0,0
112,0,0,0,0,0,0,6,10,23,0,0,171,0,32,0,0,177,4,0
65,0,0,0,0,5,15,14,3,10,0,13,92,0,0,0,0,79,24,0
51,0,0,0,0,0,4,8,0,0,0,3,54,0,0,10,0,39,2,0
53,0,0,0,0,15,14,5,0,15,3,0,15,49,0,15,0,49,19,20
87,0,0,0,0,0,0,10,0,15,0,3,72,0,0,203,18,36,13,0
54,0,0,0,0,0,27,0,0,1,0,0,0,526,0,0,1,17,0,0
226,0,0,0,0,0,171,35,0,0,0,0,145,0,0,0,0,7,20,998
131,0,0,0,0,13,0,8,7,131,6,4,383,0,0,0,22,37,15,0
76,0,0,0,150,0,29,0,72,0,0,0,27,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,1789,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0,20,18,5,14,0,0,7,0,6,0,0,260,0,0,0,0
35,0,0,0,0,0,0,27,0,50,0,0,0,0,0,259,0,0,0,0
237,0,0,0,0,0,84,0,0,0,73,13,397,577,0,0,0,55,217,0
37,0,0,0,0,0,0,0,826,0,0,0,0,0,0,0,0,0,0,0
283,0,0,0,0,0,7,19,0,84,2,214,385,1,5,0,190,74,0,0
136,0,0,0,156,2,0,7,0,31,0,5,122,0,35,24,3,59,26,0
174,0,0,0,51,0,45,247,0,37,43,2,103,62,0,0,0,54,0,0
96,0,0,0,0,0,0,4,0,191,261,36,7,0,0,0,18,3,0,29
126,0,0,0,0,84,21,55,5,58,12,4,139,0,0,2,0,33,1,0
235,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,801,407,0,0
104,0,0,0,522,56,0,3,0,0,0,0,0,0,0,0,0,0,0,0
268,0,0,0,0,19,23,116,0,731,5,359,364,0,0,0,0,13,0,0
94,0,0,0,0,0,211,0,481,0,0,0,0,0,0,0,0,0,3,0
520,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1601,595,0,0
111,21,0,0,3,52,5,25,0,11,0,3,61,0,0,0,2,148,13,0
168,0,0,0,209,0,13,0,0,18,0,206,209,0,30,0,0,61,0,0
33,0,0,0,0,2,20,2,0,119,0,5,113,0,0,0,0,0,0,0
74,0,0,0,0,0,9,54,6,17,8,0,37,2,0,5,0,92,4,0
121,0,0,0,31,369,0,21,0,0,1,0,5,0,0,0,0,76,0,0
2196,0,0,0,0,230,31,199,0,2,4,41,27,5179,3,97,1,17,0,0
39,0,0,0,0,14,0,67,0,5,0,0,41,0,0,0,0,0,0,0
49,0,0,0,0,2,74,34,10,0,0,0,0,0,0,75,0,0,0,0
105,0,0,0,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
259,0,0,0,7,124,2,322,15,0,0,0,5,183,0,12,0,0,24,0
66,0,0,0,5,2,0,8,2,0,6,0,34,0,0,0,0,84,1,0
71,0,0,0,33,58,69,89,11,0,0,8,3,0,0,0,0,0,55,0
51,0,0,0,18,1,104,35,57,9,40,21,17,0,0,0,0,0,0,0
33,0,0,0,41,0,2,78,0,0,0,4,0,0,0,0,0,10,0,0
233,0,0,0,0,55,3,9,0,0,0,19,903,0,0,0,0,23,158,0
34,0,0,0,22,11,0,11,0,0,0,4,1,0,0,0,0,97,0,0
107,0,0,0,27,67,14,26,0,0,0,0,12,0,0,5,0,42,88,0
35,0,0,0,0,16,64,17,0,0,0,8,1,0,0,0,0,29,1,0
85,35,0,0,89,7,43,0,0,167,0,0,21,0,0,0,0,59,0,0
70,0,0,0,288,0,57,11,2,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,193,143,0,0,0,0,0,0,0,0,0,0,0,0,0
73,14,0,0,4,29,108,22,28,9,0,8,7,0,2,0,0,0,0,0
76,0,0,0,93,0,164,0,0,0,0,0,2,0,0,0,0,0,6,0
33,0,0,0,86,4,40,0,95,0,0,0,0,0,0,0,0,0,0,0
45,22,0,0,13,132,34,65,0,0,0,2,42,0,0,0,0,4,0,0
97,0,0,0,16,4,0,4,14,0,0,155,28,0,0,61,0,14,4,0
67,0,0,0,0,170,117,0,0,0,0,27,0,0,0,0,0,0,12,0
119,0,0,0,0,146,256,48,7,0,0,0,8,6,0,0,0,0,156,0
43,0,0,0,0,0,193,0,0,0,0,0,0,10,0,0,0,0,0,0
36,0,0,0,158,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0
150,0,0,0,0,0,648,124,0,0,0,26,0,0,0,0,0,0,7,0
186,0,3,0,1321,0,4,0,0,0,0,0,58,0,0,0,0,0,0,0
