"ca01","cns01","cns02","cns03","cns04","cns05","cns06","cns07","cns08","cns09","cns10","cns11","cns12","cns14","cns15","cns16","cns17","cns18","cns19","cns20"
152,0,0,0,454,104,90,30,0,0,6,1,74,0,12,1,0,1,0,0
32,0,0,0,61,73,11,3,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,1,75,1,3,0,0,8,0,0,7,30,0,2,0,0,0
192,0,0,0,199,467,60,72,0,3,0,0,26,0,0,6,1,3,30,0
54,0,0,0,0,73,88,0,0,0,0,0,34,0,32,0,0,0,0,0
121,0,0,0,329,28,81,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,24,0,3,7,0,0,1,0,3,0,1,1,7,35,60,0
102,0,0,0,0,0,0,119,0,0,18,0,0,0,0,0,0,79,1,0
165,0,0,0,6,270,18,26,35,0,13,14,46,0,11,122,105,0,30,0
38,0,0,0,105,33,18,0,0,0,2,0,0,0,0,0,0,1,0,0
123,0,0,0,62,19,59,15,0,0,0,0,7,0,0,0,0,0,232,0
39,0,0,0,0,0,56,25,32,4,0,22,5,0,2,0,0,0,0,0
74,0,0,0,28,7,0,0,0,0,0,2,4,0,13,0,0,19,1,0
147,0,0,0,0,0,0,231,0,0,0,0,27,0,0,104,0,18,4,0
97,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,24,0
57,0,0,0,0,0,0,79,0,0,14,0,37,0,0,17,6,14,22,0
70,0,0,0,0,0,0,26,0,0,11,0,0,0,0,14,0,69,3,0
283,0,0,0,0,3,0,205,0,57,36,0,23,0,0,12,0,224,17,0
115,9,0,0,70,5,25,15,0,0,0,12,5,0,13,2,0,90,18,0
97,0,0,0,26,0,31,154,4,0,21,1,37,0,0,84,0,44,15,0
52,0,0,0,0,0,5,0,0,0,0,0,0,0,0,98,0,0,3,51
102,0,0,0,8,10,0,1,0,0,29,4,60,35,2,16,0,56,38,0
80,0,0,0,0,0,0,0,0,0,0,0,3,0,1,223,0,0,0,0
31,0,0,0,0,36,1,6,0,0,0,1,0,0,0,0,0,55,0,0
68,0,0,0,0,11,0,13,0,0,2,0,1,0,0,0,0,147,0,0
31,148,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0
58,0,0,0,8,0,0,121,0,0,0,0,3,0,0,14,0,17,15,0
34,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,7,0,0,0,0,0,0,0,89,0,0,0,0
92,0,0,0,12,0,3,97,0,0,7,0,2,0,0,43,2,89,8,0
47,0,0,0,3,159,28,22,0,0,0,0,43,0,0,0,0,0,4,0
82,0,0,0,43,0,2,16,0,0,10,0,9,0,43,46,0,32,18,0
31,0,0,0,1,0,0,0,0,0,22,0,18,0,0,63,0,0,0,0
44,0,0,0,4,30,12,7,0,0,0,0,1,0,1,20,46,7,4,38
34,0,0,0,23,0,0,0,0,0,0,0,1,75,0,0,0,0,0,0
36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0
112,0,0,25,18,403,120,16,5,271,0,0,33,0,13,6,0,3,3,0
33,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,56,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
61,0,0,0,0,0,7,17,0,0,9,0,9,0,4,41,0,79,6,0
52,0,0,0,6,0,0,0,0,4,1,0,0,0,0,0,143,0,8,0
37,0,0,0,200,2,9,0,0,2,7,1,2,0,0,0,0,0,3,0
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0
71,0,0,0,0,0,0,0,0,0,0,0,0,0,892,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,1,0
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,0,0,0
35,0,0,0,63,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
48,0,0,21,2,0,8,81,0,0,0,1,1,2,0,0,0,7,5,0
120,0,0,0,0,0,2,176,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0
86,0,0,0,0,0,0,81,0,0,5,0,0,0,0,0,0,117,8,0
60,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,47,0,0
41,0,0,0,0,3,12,70,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,109,10,0,0,0,3,0,0,35,0,13,5,0
46,0,0,0,79,0,0,0,0,6,1,102,0,0,0,0,0,0,0,0
46,0,0,0,1,0,0,1,0,0,12,0,0,0,0,51,0,37,9,0
47,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0
189,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,2
32,0,0,0,0,0,0,0,0,0,0,37,0,0,0,76,0,0,0,0
144,0,0,0,0,0,0,84,0,1,19,0,3,0,0,135,0,88,6,0
38,0,0,0,19,0,0,36,0,0,25,3,0,0,0,37,0,15,3,0
33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,176,0,0,0,0
41,0,0,0,0,0,2,81,1,69,0,2,0,0,0,0,0,29,2,0
33,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,72,0,0
57,0,0,0,0,0,0,19,16,0,5,0,85,3,0,35,1,48,6,0
87,0,0,0,14,0,0,39,0,0,1,35,0,0,0,0,0,69,21,0
271,0,0,0,0,0,0,6,0,0,0,0,4,0,0,1954,0,1,0,0
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0
32,0,0,0,0,0,0,26,0,0,0,0,54,0,0,0,2,0,2,0
48,0,0,0,0,0,0,2,0,0,0,0,72,0,0,0,0,89,0,0
66,0,0,0,0,2,0,0,121,0,151,0,0,0,0,0,0,81,0,0
54,0,0,0,0,0,0,1,0,0,1,0,48,0,0,0,0,32,0,376
36,0,0,0,0,0,0,0,0,0,0,0,3,0,0,112,0,0,0,0
53,0,0,0,0,0,9,8,0,29,0,2,0,0,0,53,0,19,15,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,906,0,0,0,0,0
70,0,0,0,0,0,0,13,0,8,3,0,0,0,0,0,0,101,3,0
72,0,0,0,0,0,0,21,0,0,0,10,9,0,0,0,0,101,0,0
214,0,0,0,79,220,4,0,165,0,0,0,149,0,5,105,18,0,24,142
80,0,0,0,4,43,30,39,3,0,0,1,0,128,0,0,0,0,18,0
51,0,0,26,38,0,0,33,0,0,0,6,0,0,0,0,0,72,3,0
46,0,0,0,0,0,0,39,0,0,0,0,0,0,204,0,0,35,13,0
113,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0,0,0,4,0,0,1,0,296,0,94,39,0
119,0,0,0,0,0,0,0,0,0,0,0,0,0,1044,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0
143,0,0,0,0,0,0,30,0,0,0,11,0,0,0,0,305,0,0,307
36,0,0,0,62,29,27,0,21,0,0,0,8,0,0,0,0,0,4,0
47,0,0,0,0,17,0,0,0,0,0,0,0,0,2,0,14,56,1,0
49,0,0,0,12,2,4,93,0,0,8,0,1,0,0,23,0,42,6,0
65,10,0,0,24,290,35,2,0,0,2,6,3,0,0,0,0,0,3,0
186,0,0,0,0,8,0,527,0,0,10,0,68,0,0,52,0,26,6,0
35,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,44,2,0
49,0,0,0,0,0,0,31,0,0,0,0,0,0,0,4,0,53,7,0
33,17,0,0,36,3,1,50,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,8,0,0,0,0,0,0,0,528,0,0,0,0,0,0,0
97,0,0,0,29,48,0,0,0,0,0,1,33,0,0,267,0,38,17,0
66,0,0,0,3,21,11,9,0,0,7,0,1,0,0,136,0,16,7,0
34,0,0,0,0,0,0,13,0,27,0,16,0,0,0,0,0,21,4,0
38,0,0,0,6,0,0,0,0,1,0,5,23,0,0,53,0,44,6,0
121,0,0,0,0,0,0,117,0,5,41,3,1,0,0,164,56,83,3,0
188,0,0,0,0,8,0,3,0,0,18,0,0,0,2,575,0,44,2,0
50,0,0,0,0,0,0,12,0,0,3,11,13,0,0,25,0,71,0,0
45,0,0,0,20,0,0,3,0,0,28,0,5,0,0,17,0,47,0,0
64,0,0,0,0,29,0,37,0,0,0,0,10,0,2,0,0,74,1,0
86,0,0,0,0,9,0,24,0,0,0,0,4,0,0,0,0,119,5,0
154,0,0,0,12,0,5,279,0,0,7,0,250,39,0,87,0,28,7,0
45,29,0,0,0,0,0,61,0,0,8,33,6,0,0,0,0,0,7,0
66,0,0,0,0,0,0,0,0,0,0,0,0,0,1259,0,0,0,0,0
34,0,0,0,0,137,0,0,0,0,0,0,0,0,4,0,0,0,5,0
42,0,0,0,25,54,35,0,0,0,0,0,29,0,15,0,7,0,0,0
162,0,11,0,21,0,17,120,33,24,2,9,104,0,0,57,70,149,7,0
103,0,0,0,0,0,0,40,0,37,19,2,20,0,0,39,3,70,9,0
76,0,0,0,65,0,17,18,0,0,38,1,49,0,0,16,0,92,2,0
75,0,0,0,6,0,0,268,0,0,18,0,0,0,0,1,0,47,4,0
42,0,0,0,43,0,2,0,0,0,2,25,4,0,53,51,7,2,18,0
153,0,0,0,1,0,0,192,0,22,8,2,2,0,4,46,7,120,36,0
58,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0
47,0,0,0,2,0,8,4,0,0,2,4,28,1,0,31,52,30,19,0
90,0,0,0,11,99,0,12,0,0,0,6,6,0,0,45,21,20,5,54
44,0,0,0,0,0,0,0,0,1,2,0,0,0,2,8,69,33,10,0
52,0,0,0,0,0,0,0,0,0,3,5,2,0,0,98,0,30,3,0
43,0,0,0,0,1,0,0,0,2,0,0,1,0,0,184,0,0,1,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0
32,0,0,0,5,0,0,1,0,0,3,0,0,0,0,0,87,18,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0
45,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,58,7,0
75,0,0,0,0,0,0,19,0,0,2,0,0,0,0,0,210,4,17,0
76,0,0,0,0,0,0,143,0,0,5,0,0,0,0,0,0,77,9,0
73,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,64,0,0
141,0,0,0,0,4,1,187,0,4,154,8,3,0,0,8,9,66,14,0
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0
444,0,0,0,0,0,0,680,0,0,0,0,28,3,0,11,0,159,32,0
91,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,29,32,0
157,0,0,0,1,0,0,13,0,0,34,0,14,0,0,91,0,214,0,0
80,0,0,0,0,0,0,52,0,0,6,2,2,0,0,0,0,103,18,0
115,0,0,0,0,0,0,56,0,0,0,0,0,0,0,185,0,0,0,0
191,0,0,0,7,0,1,38,0,25,40,0,53,0,0,21,0,162,51,0
194,0,0,0,23,5,0,259,3,0,1,6,6,0,0,13,7,169,44,0
50,0,0,0,0,0,0,52,0,13,8,0,4,0,5,2,0,7,10,0
95,0,0,0,0,0,6,0,0,0,16,2,30,0,9,20,0,186,27,0
45,0,0,0,0,36,0,0,0,0,0,0,30,0,0,0,0,16,0,0
105,0,0,0,0,0,0,7,0,5,13,113,59,0,5,0,1,173,0,0
165,0,0,0,0,0,0,9,0,12,0,0,1,0,2177,12,0,0,0,103
44,0,0,0,12,0,1,0,0,0,0,2,4,12,0,108,0,36,2,0
31,0,0,0,0,0,0,0,0,0,2,0,0,0,0,217,0,3,0,0
220,0,0,0,0,0,0,614,0,0,12,0,121,0,0,25,0,0,5,0
44,0,0,0,0,16,0,0,0,0,3,26,0,0,0,119,0,7,0,0
67,0,0,0,0,0,0,0,0,0,5,8,0,0,0,15,0,81,24,0
52,0,0,0,0,0,0,7,0,0,0,0,0,0,0,199,0,16,0,0
35,0,0,0,138,0,0,7,0,0,0,2,0,0,0,0,0,0,8,0
42,0,0,0,14,0,7,4,0,0,0,0,0,0,0,11,0,40,4,0
148,0,0,0,0,0,0,259,0,0,84,0,0,0,0,38,0,58,3,0
60,0,0,0,0,0,0,37,0,0,1,0,0,0,0,0,28,52,0,0
53,0,0,0,0,0,9,124,40,0,0,17,0,0,0,0,5,5,0,0
191,0,0,0,2,3,0,290,0,0,3,6,0,0,0,389,1,52,55,0
174,0,0,0,10,9,23,193,0,22,22,4,11,0,20,12,24,64,48,0
38,0,0,0,0,0,0,0,0,0,0,4,0,0,0,70,0,41,0,0
36,0,0,0,0,0,0,108,0,0,2,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,187,0,0,0,0,0,0,13,0,0,4,0,0
45,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,45,0,0,0,0,8,0,0,0,0,0,6,0,30,18,0
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1338
50,0,0,0,7,0,12,114,0,0,15,0,14,39,0,0,1,28,3,0
69,0,0,0,0,0,0,0,0,6,0,0,0,0,1,158,0,61,7,0
35,0,0,0,2,0,1,0,0,0,0,0,0,0,0,131,0,0,0,0
101,0,0,0,0,0,0,44,8,5,0,5,1,0,23,90,0,94,14,0
49,0,0,0,1,0,0,12,0,0,11,0,26,0,0,31,52,16,0,0
128,0,0,0,0,0,0,0,0,0,0,0,0,0,1352,0,0,0,0,0
168,0,0,0,0,3,1,75,270,0,7,13,3,0,0,2,0,56,2,0
37,0,0,0,12,0,0,1,0,0,3,11,0,0,0,7,5,70,2,0
216,0,0,0,7,4,4,468,0,0,15,3,0,0,0,5,0,170,8,0
31,0,0,0,3,0,0,5,0,0,19,6,5,0,9,0,0,32,6,0
74,0,0,0,0,0,0,27,0,17,7,0,0,0,0,0,0,73,3,0
106,0,0,0,8,0,0,83,0,0,16,2,0,0,0,25,0,76,42,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,21
175,0,0,0,0,0,26,330,0,0,6,0,0,0,0,0,0,69,33,0
84,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,158,0,0
68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,393
304,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1064,0,0,0
42,0,0,0,0,0,0,100,0,0,6,0,0,0,0,0,0,5,0,0
53,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0
216,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,420,0,0
267,0,0,0,0,0,3,6,0,0,0,12,0,0,0,9,591,13,0,0
45,48,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,0,0,0,41,32,0,0,0,0,0,0,0,0,0,0,0,0,288
42,0,0,0,0,43,0,47,2,0,0,0,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,38,0,18,0,0,0,0,0,44,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,2,0,0,0
32,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,57,0,0
91,0,0,0,0,0,0,86,0,0,0,0,0,0,0,26,0,103,3,0
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0
87,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,96,0,0
94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,682,0,0,0,0
48,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,45,5,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,48,0,0
57,8,0,0,10,0,47,13,0,0,0,0,2,0,0,0,0,16,0,0
88,1,0,0,75,0,55,0,0,0,96,8,21,0,0,107,7,33,0,0
54,0,0,0,0,0,0,16,0,0,0,3,0,0,0,45,0,22,0,0
49,0,0,1,0,0,2,8,0,0,9,0,3,0,0,0,0,73,0,0
81,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,116,0,0
95,0,0,0,22,0,0,0,0,1,1,0,0,0,1101,0,0,0,0,2
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,3,0
100,0,0,0,0,0,0,0,0,0,0,0,15,0,0,215,0,0,0,0
104,0,0,0,0,0,0,0,0,0,0,0,0,0,713,0,0,0,0,0
100,0,0,0,50,0,0,33,0,0,13,3,3,0,2,3,21,16,0,269
31,0,0,0,4,0,0,17,0,0,0,0,0,0,0,3,0,43,0,0
38,14,0,0,0,0,181,0,0,0,0,3,2,0,0,0,0,0,0,0
68,0,0,0,0,6,0,22,0,4,0,0,0,0,0,34,1,71,0,0
32,0,0,3,0,0,0,0,0,28,23,0,0,0,0,4,0,11,15,0
80,0,0,0,6,15,17,189,3,0,7,7,0,0,0,6,0,0,0,0
38,0,0,0,0,0,3,80,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0
54,7,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0
66,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,341,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,120,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0
31,14,0,0,1,51,0,0,0,0,0,0,0,0,0,44,0,0,0,0
161,0,0,0,0,1000,10,12,5,1,0,0,0,0,0,0,0,0,0,0
52,19,0,0,0,193,0,0,0,0,0,8,8,13,0,0,0,0,88,0
158,0,0,0,1,0,11,0,0,0,0,0,0,0,0,1054,0,132,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0
85,0,0,0,0,227,72,12,57,0,0,0,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,3,284,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,791,0,0,0,0,0
41,0,0,0,0,80,8,0,0,2,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,92,0,0,0
110,0,0,0,0,0,1,158,0,0,0,0,0,0,0,0,0,74,0,0
59,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,85,0,0
69,0,0,0,0,0,0,135,0,8,13,3,3,0,0,0,0,5,7,0
40,0,0,0,0,0,0,30,0,0,11,3,0,0,0,0,0,43,2,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
223,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,179,3,0
36,0,0,0,0,3,0,37,0,0,0,0,0,0,0,80,1,5,0,0
33,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,36,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,449,0,0,7,0,0
58,0,0,0,0,0,17,0,0,0,0,0,4,0,0,0,0,0,2,0
41,0,0,0,12,4,2,11,0,0,0,0,0,0,0,34,0,31,11,0
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0
33,0,0,0,0,0,0,0,14,8,0,0,0,0,0,219,0,1,0,0
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0
44,0,0,0,0,0,0,115,0,0,0,4,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,7
346,0,0,0,0,0,0,906,5,0,7,5,0,0,0,0,0,81,5,19
81,0,0,0,0,0,0,14,0,4,0,0,0,0,0,4,0,99,3,0
34,0,0,0,0,0,26,27,0,0,2,8,33,0,0,0,0,9,8,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0
34,0,0,0,0,1,32,45,59,0,0,0,0,0,0,0,0,17,19,0
40,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,49,0,0
41,81,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0
42,0,0,0,0,259,0,12,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,673
57,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,31,0,0,18,0,0,0,0,0,3,0,49,0,0,0
34,0,0,0,0,0,0,81,0,0,0,0,0,0,0,45,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265
81,0,0,0,0,0,0,0,0,0,0,0,0,0,539,0,0,0,0,0
57,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,86,0,0
51,0,0,44,0,229,3,0,0,0,0,0,0,0,0,6,0,0,2,0
44,0,0,0,45,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,42,21,0,83,0,0,0,0,0,0,0,21,0,1,0,5
40,0,0,0,6,271,0,0,0,0,0,9,9,0,0,0,0,0,0,0
79,11,0,14,0,100,0,0,138,0,0,0,0,0,0,0,0,0,0,0
40,102,0,0,15,10,31,5,34,0,0,0,0,0,0,0,0,0,0,0
32,2,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,91
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0
54,73,0,9,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,153,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,185,0,19,0,0,0,0,0,0,0,0,0,13,0,0
44,0,0,0,0,169,0,0,28,0,0,0,0,0,0,0,0,0,0,0
78,40,0,0,0,0,8,107,0,0,2,0,28,0,0,2,0,12,11,22
41,0,0,0,0,7,0,47,0,0,0,0,0,0,0,0,0,4,0,0
41,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,3,57,0,0
42,0,0,0,1,2,2,29,0,2,6,4,0,0,0,9,0,29,26,0
56,0,0,0,0,0,21,112,0,0,5,0,0,0,0,2,0,26,4,0
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0
71,36,0,0,0,78,8,83,4,0,0,0,2,0,2,0,0,0,0,120
57,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,612
85,0,0,0,0,0,0,382,0,0,4,0,0,0,0,0,4,0,0,1
154,0,0,0,9,0,0,166,0,0,42,5,14,0,0,0,0,87,4,0
56,1,0,0,0,9,0,26,95,0,0,1,0,0,0,8,0,71,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0
84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,372
39,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,4,0
83,0,0,0,0,0,0,0,0,0,0,0,0,0,875,0,0,0,0,3
229,38,0,0,0,457,0,6,0,0,0,0,0,0,0,0,0,67,0,0
37,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,334
33,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,0,0,0
85,106,0,0,0,0,0,5,0,0,0,22,0,0,0,172,0,0,0,295
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,3,0,0
41,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,63,0,0
76,0,0,0,0,0,0,292,0,0,0,0,0,0,0,2,0,0,0,0
35,0,0,0,0,0,0,13,0,0,0,0,5,0,0,0,0,43,0,3
34,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,18,11,0
84,0,0,0,0,0,0,10,0,0,0,0,0,0,4,41,0,142,2,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280
39,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,52,0,0
116,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
301,1514,0,0,7,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0
53,23,0,0,10,0,0,91,0,1,0,0,0,0,0,14,0,30,0,8
32,125,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,129,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0
34,0,0,0,0,160,0,0,0,0,0,0,0,1,0,0,0,0,0,7
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0
32,7,0,0,9,0,0,11,0,0,1,0,0,0,0,0,0,32,0,0
56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,88,0,0
44,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360
38,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,0
63,0,0,0,4,295,165,7,4,0,0,5,0,0,0,0,6,0,0,0
54,0,0,0,0,257,0,0,5,0,0,0,0,0,0,0,0,0,28,0
48,18,0,0,20,284,50,8,71,0,0,0,1,0,0,0,0,0,0,0
33,16,0,0,0,26,47,0,14,0,0,21,0,0,0,25,0,0,4,0
31,0,0,0,0,134,26,0,35,0,0,0,0,0,0,0,0,0,0,0
84,0,0,0,6,533,0,0,0,0,0,0,0,0,0,1,0,0,11,0
196,0,0,0,0,127,471,21,152,0,0,0,0,0,0,0,0,3,0,0
37,53,0,0,1,93,85,0,38,0,0,0,0,0,0,0,0,0,0,0
40,0,0,0,86,169,52,0,26,0,0,1,0,0,0,0,0,0,9,0
46,0,0,0,5,2,2,28,0,1,0,14,43,0,0,0,0,46,4,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0
33,0,0,0,0,0,259,0,58,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,92,0,4,0,0,21,0,93,31,0,0,0,8,0,0,0
33,0,0,0,60,172,30,1,20,0,0,15,0,0,0,0,0,0,8,0
41,0,0,0,0,0,44,0,74,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,22,0,0,0,0,0,0,113,0,0,0,0
233,0,0,0,0,47,8,0,0,0,0,0,0,0,0,0,0,168,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0
63,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,9,95,1,0
200,0,0,0,0,0,0,0,0,0,1,0,22,0,0,4,0,476,0,0
48,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,16,0,0,0,0,3,0,0,41,0,23,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,814,0,0,0,0,0
35,0,0,0,0,0,0,21,0,0,11,0,6,0,0,0,0,52,0,0
55,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0
