"agep","schg","esr","puma","serialno"
20,,"6","11613","2013000215337"
18,,"3","11613","2013000100470"
23,,"6","11613","2013000118713"
17,,"6","11613","2013000204235"
20,,"6","11613","2013000291567"
24,,"6","11613","2013000251477"
20,,"6","11613","2013000288017"
16,,"6","11613","2013000303198"
22,,"3","11613","2013000798706"
24,,"6","11613","2013000584676"
23,,"6","11613","2013001189997"
22,,"6","11613","2013000926030"
24,,"3","11613","2013000950917"
23,,"6","11613","2013001313727"
24,,"6","11613","2013001209877"
20,,"3","11613","2013001375902"
20,,"6","11613","2013001354034"
23,,"3","11613","2014000716305"
18,,"3","11613","2014000095629"
20,,"3","11613","2014000261570"
22,,"3","11613","2014000347958"
21,,"6","11613","2014000617176"
18,,"6","11613","2014000013474"
19,,"6","11613","2014000667066"
18,,"6","11613","2014000965891"
16,,"6","11613","2014000732829"
23,,"6","11613","2014000921691"
20,,"6","11613","2014000984550"
19,,"6","11613","2014000984550"
17,,"6","11613","2014000984550"
18,,"6","11613","2014001461479"
24,,"6","11613","2014001111567"
21,,"6","11613","2014001246805"
21,,"6","11613","2014001250241"
22,,"6","11613","2014001294753"
20,,"6","11613","2014001347998"
23,,"6","11613","2014001470313"
18,,"3","11613","2015000413383"
21,,"6","11613","2015000095262"
20,,"6","11613","2015001180162"
19,,"3","11613","2015000436785"
19,,"6","11613","2015000704508"
22,,"6","11613","2015000788992"
22,,"3","11613","2015000566835"
22,,"6","11613","2015000566835"
20,,"6","11613","2015000723829"
20,,"6","11613","2015000971675"
21,,"6","11613","2015001157462"
22,,"3","11613","2015001455193"
19,,"3","11613","2015001220225"
23,,"3","11613","2015001241717"
20,,"6","11613","2016000308319"
21,,"6","11613","2015001472001"
19,,"6","11613","2016000306531"
23,,"6","11613","2016000707834"
20,,"3","11613","2016000572078"
23,,"6","11613","2016000319084"
23,,"6","11613","2016000766293"
24,,"6","11613","2016000726406"
19,,"6","11613","2016001145659"
23,,"6","11613","2016001228456"
22,,"3","11613","2016001307835"
22,,"3","11613","2016001334291"
22,,"3","11613","2016001443268"
19,,"3","11613","2016001395474"
23,,"3","11613","2017000371573"
19,,"6","11613","2017000038036"
24,,"3","11613","2017000736269"
18,,"6","11613","2017001386502"
19,,"6","11613","2017000873120"
21,,"6","11613","2017001244336"
23,,"6","11613","2017001366540"
24,,"6","11613","2017001031907"
23,,"6","11613","2017001470135"
21,,"6","11613","2017001464049"
18,,"6","11613","2017001518359"
