"agep","schg","esr","puma","serialno"
24,"15","1","11614","2015000613559"
22,"15","2","11604","2015000586387"
22,"16","1","11604","2015000690070"
24,"15","1","11610","2015000634351"
24,"15","1","11612","2015000749618"
24,"15","1","11610","2015000698541"
24,"15","1","11612","2015000757796"
24,"15","1","11610","2015000792079"
22,"15","1","11604","2015000790415"
22,"15","1","11611","2015000767878"
22,"15","1","11604","2015000898128"
24,"15","1","11610","2015000840124"
24,"15","1","11613","2015000974416"
22,"15","1","11613","2015000974416"
22,"15","1","11611","2015001265350"
22,"15","2","11613","2015001156582"
22,"15","1","11614","2015001313106"
22,"15","1","11613","2015001304048"
22,"15","1","11604","2015001486482"
22,"15","1","11604","2015001354943"
22,"15","1","11613","2015001392964"
24,"15","1","11604","2015001405312"
24,"15","1","11614","2016000367852"
24,"16","1","11612","2015001497411"
23,"15","1","11614","2016000269969"
24,"16","1","11611","2015001493515"
22,"15","1","11613","2016000041504"
22,"14","1","11611","2016000204953"
24,"16","1","11611","2016000353439"
24,"15","1","11613","2016000390847"
23,"15","1","11613","2016000408101"
24,"16","2","11604","2016000435341"
24,"16","1","11613","2016000415807"
23,"15","1","11613","2016000482773"
22,"15","1","11614","2016000659284"
22,"15","1","11610","2016000501510"
22,"15","1","11604","2016000566599"
24,"15","1","11613","2016000575588"
22,"15","1","11610","2016000625632"
24,"15","1","11610","2016000557517"
23,"15","1","11611","2016000631184"
24,"15","1","11613","2016000633908"
22,"15","2","11611","2016000698789"
23,"15","2","11604","2016000953143"
22,"15","1","11610","2016000924064"
23,"15","1","11613","2016000717848"
23,"15","1","11613","2016000717848"
22,"15","1","11613","2016000899186"
22,"15","1","11610","2016000935013"
23,"15","2","11604","2016000953143"
23,"15","1","11611","2016000956457"
22,"15","1","11613","2016000972253"
22,"15","1","11614","2016001041317"
24,"16","1","11604","2016001067761"
24,"15","1","11613","2016001045374"
22,"15","1","11610","2016001119438"
22,"15","1","11614","2016001143361"
23,"15","1","11610","2016001393264"
22,"15","1","11614","2016001178387"
23,"15","1","11613","2016001228456"
23,"15","1","11613","2016001228456"
23,"15","1","11613","2016001228456"
24,"15","1","11612","2016001345077"
22,"15","1","11613","2016001185900"
22,"15","1","11612","2016001206037"
23,"15","1","11612","2016001249955"
23,"15","1","11614","2016001400238"
23,"16","1","11610","2017000136325"
24,"15","1","11611","2016001460503"
22,"15","1","11604","2017000014740"
23,"15","1","11604","2017000034094"
22,"15","1","11614","2017000027640"
24,"15","1","11613","2017000125603"
23,"15","1","11610","2017000243052"
23,"15","1","11610","2017000153561"
23,"15","1","11612","2017000154507"
24,"15","1","11610","2017000243052"
24,"16","1","11610","2017000311589"
22,"15","1","11612","2017000290496"
22,"16","1","11610","2017000614473"
22,"15","1","11613","2017000447178"
24,"16","1","11604","2017000588905"
24,"15","1","11604","2017000610232"
23,"15","1","11611","2017000322197"
23,"15","1","11612","2017000655362"
24,"15","1","11604","2017000642948"
24,"16","1","11612","2017000796034"
23,"14","1","11611","2017000768914"
22,"15","1","11610","2017000932794"
23,"15","1","11610","2017000810165"
22,"16","1","11604","2017000846532"
23,"15","1","11612","2017000861224"
22,"15","1","11613","2017000911047"
22,"15","1","11610","2017000897915"
22,"15","1","11610","2017001125972"
23,"15","1","11613","2017000972723"
22,"15","1","11612","2017000997493"
24,"15","1","11614","2017001096811"
22,"15","1","11610","2017001012731"
23,"15","1","11612","2017001015188"
22,"15","1","11604","2017001124733"
22,"15","1","11614","2017001214990"
24,"15","1","11613","2017001286957"
24,"15","1","11613","2017001286957"
23,"15","1","11613","2017001378874"
24,"14","1","11611","2017001216725"
22,"15","1","11610","2017001221702"
