"agep","schg","esr","puma","serialno"
22,,"3","11610","2013000059060"
19,,"6","11610","2013000111689"
21,,"3","11610","2014000753355"
21,,"6","11610","2013000166503"
24,,"6","11610","2013000697580"
18,,"6","11610","2014000034248"
18,,"6","11610","2013000413288"
19,,"3","11610","2013000431365"
21,,"6","11610","2013000550228"
21,,"6","11610","2013000550228"
21,,"6","11610","2013000550228"
19,,"6","11610","2013000550228"
23,,"6","11610","2013000558644"
19,,"3","11610","2013000745367"
22,,"3","11610","2013001103945"
18,,"6","11610","2013001132107"
18,,"6","11610","2014000712846"
18,,"3","11610","2014001074786"
24,,"3","11610","2014000964654"
18,,"6","11610","2014001019524"
22,,"6","11610","2014001317496"
24,,"6","11610","2015000801810"
21,,"3","11610","2014001349122"
21,,"3","11610","2015000016530"
21,,"3","11610","2015000422539"
24,,"6","11610","2015000469647"
23,,"6","11610","2015000795797"
20,,"6","11610","2015001225136"
20,,"6","11610","2015001168092"
23,,"6","11610","2015001168092"
18,,"6","11610","2015001375172"
18,,"6","11610","2015001272145"
24,,"6","11610","2016000557517"
22,,"3","11610","2017000407899"
22,,"3","11610","2016001292070"
23,,"6","11610","2016000697410"
20,,"6","11610","2016000784805"
19,,"6","11610","2016000955693"
16,,"6","11610","2016001052457"
24,,"6","11610","2016001082259"
22,,"6","11610","2017000066906"
18,,"6","11610","2017000148009"
23,,"6","11610","2017000473358"
22,,"6","11610","2017000490946"
23,,"6","11610","2017000611914"
22,,"6","11610","2017000787533"
23,,"6","11610","2017000811896"
22,,"6","11610","2017000811896"
20,,"3","11610","2017000918811"
22,,"3","11610","2017001373291"
